drop_reason,strategy_name,approach,asset_class,entry_rules,exit_rules,url
no_concrete_exit,Dynamic Moving Average Crossover Strategy,rule-based,stocks,"Buy when MA1 > MA2 > MA3 > MA4 (moving average strength ordering); future refinement: only buy when short-term sentiment MAs (1,2,3) are above 4.0",Not explicitly defined in transcript,https://www.youtube.com/watch?v=FT1oUKefDhs
no_strategy,,,,,,https://www.youtube.com/watch?v=kQc3TVaO2J4
no_strategy,,,,,,https://www.youtube.com/watch?v=q5w0dvm7rPw
no_strategy,,,,,,https://www.youtube.com/watch?v=ENX_VFJnVAM
no_concrete_exit,"Multiple strategies (Acceleration Bands, Volatility Breakout ATR, False Breakout Reversal, etc.)",rule-based,"Crypto, Stocks (BTC, ETH, SOL, AAPL, TSLA, NVDA)","Volatility breakouts, false breakout reversals, acceleration bands, mean reversion strategies",Not explicitly detailed in transcript,https://www.youtube.com/watch?v=Tvs3wEt2H8I
no_strategy,,,,,,https://www.youtube.com/watch?v=cdwGyCLn770
not_rule_based,AR vs RNN Stock Return Prediction,ML,equities,Rank predicted returns descending; buy top 10 stocks with highest predicted returns from each model; allocate $50 per stock,Hold for one day; evaluate next day actual returns,https://www.youtube.com/watch?v=jpmJdrosJ0k
not_rule_based,Bitcoin Price Direction Prediction with XGBoost,ML,Cryptocurrency (BTC),Predicted price increase (classifier output = 1),Predicted price decrease (classifier output = 0),https://www.youtube.com/watch?v=WTrjuLUi4QA
no_strategy,,,,,,https://www.youtube.com/watch?v=10oYYJG-yOU
not_rule_based,"Three ML-Based High-Frequency Trading Strategies (Mean Reversion, Momentum Breakout, and XGBoost-based)",ML,Cryptocurrency (Binance tick data),Buy signals from ML model predictions (adjusted threshold from 0.3 to 0.1); predict price movement 10 ticks ahead with 3 basis point threshold,Sell signals from ML model predictions,https://www.youtube.com/watch?v=q4pQz5qu9QE
no_strategy,,,,,,https://www.youtube.com/watch?v=d0OHrS3mC3I
no_strategy,,,,,,https://www.youtube.com/watch?v=b9RgHa1CnH4
no_nameable_indicator,Sentiment-based Buy/Sell Strategy,rule-based,Equities,"If change > 0 and funds >= change * price, buy (change shares)","If change < 0 and stock_holdings >= abs(change), sell (abs(change) shares); if insufficient holdings, sell all available",https://www.youtube.com/watch?v=mKvwcqKbqO0
no_strategy,,,,,,https://www.youtube.com/watch?v=SIJCyJdMHMo
no_strategy,,,,,,https://www.youtube.com/watch?v=KUxDuIxUXZs
prediction_market_or_sports,Poly Market Prediction Bot Suite,rule-based,Prediction Markets (Crypto),Mean Reversion: YES token overpriced (2+ SD above mean) or NO token overpriced; Whale Copy: replicate filtered whale positions; Spread Scanner: identify bid-ask arbitrage opportunities,"Mean Reversion: reversion to mean; Whale Copy: 30% profit taking, 25% stop loss; Spread Scanner: spread closure",https://www.youtube.com/watch?v=ffuE5QuHuQU
not_rule_based,Twitter Sentiment Analysis for Stock Price Prediction,ML,Stocks,Positive sentiment score from tweets; positive word count > negative word count; buy keywords > sell keywords,Negative sentiment score; negative word count > positive word count; sell keywords > buy keywords,https://www.youtube.com/watch?v=99kLoAbMwxA
no_strategy,,,,,,https://www.youtube.com/watch?v=p-v08DxGtFM
no_strategy,,,,,,https://www.youtube.com/watch?v=SkTA60g63Ec
no_strategy,,,,,,https://www.youtube.com/watch?v=mssPkDuQnmY
not_rule_based,Poly Market Swarm Consensus Agent,ML,Prediction Markets,"Consensus agreement from 5+ AI models on top 5 markets from 25 analyzed; filters: ignore sports/crypto, ignore markets within 2 cents of expiry, 24-hour lookback","Not specified; agent is predictive/analytical only, not actively trading yet",https://www.youtube.com/watch?v=UHUqEQAHwak
no_nameable_indicator,Ethereum DEX Arbitrage & Flash Loan Bot,rule-based,Cryptocurrency (Ethereum),Bot automatically detects and executes profitable trades on Ethereum network whenever buying/selling occurs,Manual withdrawal via stop button; bot operates continuously regardless of market direction,https://www.youtube.com/watch?v=d9O167Dhiuk
not_rule_based,Deep Reinforcement Learning Trading Strategy,RL,Financial markets (unspecified),Model learns to buy based on price and inputs,Model learns to sell based on price and inputs,https://www.youtube.com/watch?v=rN4p9p1RhcY
not_rule_based,LSTM Neural Network for Tesla Stock Price Prediction,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=SauRW1Vok44
no_concrete_exit,Support and Resistance Trading Strategy,rule-based,"Multi-asset (Forex, Crypto, Stocks)",Enter trades at support/resistance zones with consistent entry methodology; identify trend continuation and counter-trend levels; use zones rather than exact lines,Not explicitly detailed in transcript; mentions stops and targets but specifics not provided,https://www.youtube.com/watch?v=dQHwBtXoPTA
no_strategy,,,,,,https://www.youtube.com/watch?v=q1gJXxENp5Y
no_concrete_exit,Triple Confirmation Strategy (Autofib + MACD + third indicator),rule-based,Not specified,Triple confirmation from three combined indicators,Not specified,https://www.youtube.com/watch?v=leQQSp-xLmE
no_strategy,,,,,,https://www.youtube.com/watch?v=q9Mhy7YON5c
no_strategy,,,,,,https://www.youtube.com/watch?v=JGPiPL5gqM4
not_rule_based,"Stock Prediction using ARIMA, CNN, and LSTM",deep-learning,stocks,Not specified,Not specified,https://www.youtube.com/watch?v=N8XhE021W_U
no_strategy,,,,,,https://www.youtube.com/watch?v=v_L9jR8P-54
options_market,VIX-based options strategy,rule-based,options/equities,VIX drops below 20,Market selloff occurs (within couple months),https://www.youtube.com/watch?v=auaDMPnGG_E
no_strategy,,,,,,https://www.youtube.com/watch?v=EA6Bi2td6KY
not_rule_based,Stock Sentiment Analysis using Local LLM,sentiment,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=Z3l0p1-2LO4
no_strategy,,,,,,https://www.youtube.com/watch?v=HHxJmHe-8GI
no_nameable_indicator,Market Making Bot with Limit Entry and Taker Exit,rule-based,Cryptocurrency (dYdX Perpetuals),Enter positions as maker (limit orders) at calculated bid/ask levels; position size based on USD amount; entry triggered on market conditions,"Exit positions as taker (market orders) when profit target is hit; profit target calculated as percentage move needed to cover taker fees, maker fees, and desired profit",https://www.youtube.com/watch?v=DnjdSmwe4Cc
no_strategy,,,,,,https://www.youtube.com/watch?v=s22Cj9F-mNs
not_rule_based,LSTM-based Stock Price Prediction,deep-learning,Stocks,Not specified,Not specified,https://www.youtube.com/watch?v=R9xn0H9CInw
no_strategy,,,,,,https://www.youtube.com/watch?v=Vfx1L2jh2Ng
not_rule_based,Google Stock Price Prediction with RNN and LSTM,deep-learning,Equities,Not specified in transcript,Not specified in transcript,https://www.youtube.com/watch?v=LGB6xbijf3Y
no_strategy,,,,,,https://www.youtube.com/watch?v=QYY7Qrklzn4
not_rule_based,Linear Regression Trading Strategy,ML,"Equities (S&P 500, Apple, Bitcoin)",Buy (long) if predicted return > 0; Short if predicted return < 0,Exit when direction signal changes (opposite signal generated),https://www.youtube.com/watch?v=AXBhrLongC8
no_strategy,,,,,,https://www.youtube.com/watch?v=Ky5Y6VXRkjA
no_concrete_exit,Equal Weight S&P 500 Index Fund,rule-based,equities,Allocate equal weight to each S&P 500 constituent stock,Not specified in transcript,https://www.youtube.com/watch?v=xfzGZB4HhEE
no_strategy,,,,,,https://www.youtube.com/watch?v=g0g_1gLHHI0
not_rule_based,LSTM Stock Price Prediction for Trading,deep-learning,"Equities (SPY ETF, individual stocks)",Buy when LSTM predicts price movement up 2 days in advance,Not explicitly defined; model predicts directional movement,https://www.youtube.com/watch?v=Vbj2Zzwg8jc
not_rule_based,OpenClaw Trading Bot Competition (Natural Selection),ML,Crypto (primarily),Bot-dependent: breakout trader enters on breakouts; pairs trader on correlation; liquidation hunter on liquidation levels; sentiment trader on sentiment signals; yolo bot on high-leverage opportunities,3-hour time limit per race; bots manage their own stop losses and position sizing; underperforming bots eliminated in subsequent rounds,https://www.youtube.com/watch?v=Tzk7DC92cAk
not_rule_based,Stock Market Price Prediction using Stacked LSTM,deep-learning,stocks,not specified,not specified,https://www.youtube.com/watch?v=IUzuubkBBWc
no_strategy,,,,,,https://www.youtube.com/watch?v=DsgqJHtyibs
not_rule_based,Transformer-based Stock Price Prediction,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=LNydD9ZemZ8
no_strategy,,,,,,https://www.youtube.com/watch?v=LPWeLEvydVI
not_rule_based,AI Powered Market Sentiment Analyzer,sentiment,"Commodities (Gold), Stocks","If sentiment percentage > 65-70%, consider buying","If sentiment percentage < 65-70%, do not purchase or exit position",https://www.youtube.com/watch?v=gbZYkEqE4Mc
prediction_market_or_sports,Geopolitical War Trade - Middle East Conflict (March 2026),rule-based,"Commodities, Crypto, Equities",Long oil (CL USDC) at $73 with target $82-84 if war continues 3-6 weeks; Long gold on stagflation setup and USD strength; Short EWY and US500; Long platinum. Exit if crude breaks below $68 on volume (diplomatic resolution signal).,Stop loss at $65 for oil longs. Exit all longs if crude breaks below $68 on significant volume (indicates ceasefire/resolution). Tight stops required due to high volatility.,https://www.youtube.com/watch?v=NORE7LoTxzY
no_strategy,,,,,,https://www.youtube.com/watch?v=YbKnsJQKazA
not_rule_based,Sentiment Analysis for Stock Price Prediction,sentiment,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=--rsVYmaHwg
not_rule_based,Stock Market Prediction using Convolutional Neural Network,deep-learning,Equities (Tesla stock),Not specified,Not specified,https://www.youtube.com/watch?v=-qo64M744ws
no_strategy,,,,,,https://www.youtube.com/watch?v=5HVHV9n3mU4
not_rule_based,Stock Price Forecasting Ensemble Model,ML,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=K7hQufu2mWM
no_strategy,,,,,,https://www.youtube.com/watch?v=002XHWRHO1Y
not_rule_based,LSTM Stock Price Prediction,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=cPGnJzPKN7U
not_rule_based,Stock Price Prediction with Sentiment Analysis,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=osM3w7yvCx0
no_strategy,,,,,,https://www.youtube.com/watch?v=qTiOh7FkwCI
not_rule_based,Nepali Stock Exchange Forecasting using Deep Learning LSTM,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=kcZbYI22_G4
no_strategy,,,,,,https://www.youtube.com/watch?v=NGKIuYJLjmE
no_strategy,,,,,,https://www.youtube.com/watch?v=R52hqEwaxww
no_strategy,,,,,,https://www.youtube.com/watch?v=pXnQpA6IZS4
no_strategy,,,,,,https://www.youtube.com/watch?v=ppQPThlXBgo
not_rule_based,Twitter Sentiment Analysis for Stock Price Prediction,sentiment,Equities (Nike stock),Buy signal when sentiment and price trends align positively; example given: buy Nike on Monday after positive sentiment confirmation,Wait/hold when model confidence is low; sell when negative sentiment correlates with price decline,https://www.youtube.com/watch?v=7WqErybnqKY
not_rule_based,LSTM Stock Price Prediction,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=dKBKNOn3gCE
no_strategy,,,,,,https://www.youtube.com/watch?v=Ey6jdkH3sgc
no_strategy,,,,,,https://www.youtube.com/watch?v=qc0MHtfHCVE
no_strategy,,,,,,https://www.youtube.com/watch?v=eecOg_gOQTc
no_strategy,,,,,,https://www.youtube.com/watch?v=T1bkaixuOPo
no_strategy,,,,,,https://www.youtube.com/watch?v=u4Gvml5FtWE
no_strategy,,,,,,https://www.youtube.com/watch?v=Sk3mmIq6XNE
not_rule_based,Tail Ripper (core intraday strategy) + Corrective AI + Conditional Portfolio Optimization,ML,"Stock Index Futures, Options, Stocks",Trade only when machine learning model predicts probability of profit above threshold; allocation adjusted by regime detection in high-dimensional feature space,Stop loss set as percentage of capital; never hold positions after market close (intraday); typical holding period seconds to hours,https://www.youtube.com/watch?v=mMrkbszl9Xo
no_strategy,,,,,,https://www.youtube.com/watch?v=Tk2JfUr6IT4
not_rule_based,Google Stock Price Prediction using LSTM,deep-learning,Equities,60-day rolling window chunks; predict 61st day price,Not specified,https://www.youtube.com/watch?v=arydWPLDnEc
not_rule_based,Stock Trend Prediction Using News Sentiment,ML,Equities,Predict next-day rise based on sentiment score inputs,Not specified,https://www.youtube.com/watch?v=yrc8AWtGjKA
no_strategy,,,,,,https://www.youtube.com/watch?v=evAJW38orgM
no_strategy,,,,,,https://www.youtube.com/watch?v=Tk7emQUv1CM
no_strategy,,,,,,https://www.youtube.com/watch?v=B8OHV_lW0bs
no_nameable_indicator,Buy and Hold,rule-based,Equities,On first iteration: buy all available cash worth of a single stock (Nvidia) at market price,None (hold indefinitely),https://www.youtube.com/watch?v=PMkBgsmXdTU
no_strategy,,,,,,https://www.youtube.com/watch?v=simWELzc7To
no_nameable_indicator,"Buy at Close, Sell at Open (Overnight Hold Strategy)",rule-based,Equities (SPY - S&P 500 ETF),Buy at market close,Sell at market open,https://www.youtube.com/watch?v=joXDV5eqOoY
no_strategy,,,,,,https://www.youtube.com/watch?v=9Jp5Bx0D8u0
no_strategy,,,,,,https://www.youtube.com/watch?v=SwI6sFySNbI
no_strategy,,,,,,https://www.youtube.com/watch?v=7N5KzxkIIe8
no_strategy,,,,,,https://www.youtube.com/watch?v=zDuTc78YEAg
no_strategy,,,,,,https://www.youtube.com/watch?v=Tx4PnJpevDE
not_rule_based,Machine Learning Stock Prediction with Support Vector Machine,ML,equities,SVM prediction indicates good investment based on company features,"if features indicate not a good investment after 4+ weeks, exit position",https://www.youtube.com/watch?v=5igqQ5V--tE
not_rule_based,XGBoost Stock Price Prediction,ML,stocks,not specified,not specified,https://www.youtube.com/watch?v=9maeVNg_2Fg
prediction_market_or_sports,Copy Bot / Stink Bid Strategy,rule-based,Crypto derivatives (Polymarket 5-minute up/down),Monitor high-performing trader addresses; replicate their trades at a discount (stink bid on dips),Not specified,https://www.youtube.com/watch?v=1a5KNXO0BVg
not_rule_based,Stock Market Prediction using Stacked LSTM,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=TC4ohTNwX8M
no_strategy,,,,,,https://www.youtube.com/watch?v=n0Q_DInWFBg
not_rule_based,Reinforcement Learning Trading Algorithm,RL,Cryptocurrency (Bitcoin),Buy signal (green points) generated by RL agent when algorithm identifies profitable patterns,Sell signal (red points) generated by RL agent; Hold action when no clear signal,https://www.youtube.com/watch?v=G-6qbUlLnKQ
no_strategy,,,,,,https://www.youtube.com/watch?v=IasvpadQPwA
no_strategy,,,,,,https://www.youtube.com/watch?v=GJVbYwkxTns
no_strategy,,,,,,https://www.youtube.com/watch?v=ScU2nU58Hh0
no_strategy,,,,,,https://www.youtube.com/watch?v=0IWLfTomLLg
no_nameable_indicator,Pattern Recognition for Algorithmic Trading,rule-based,Stocks and Forex,Identify current price pattern; compare to historical patterns; generate similar patterns above similarity threshold (70-80%),Predicted outcome based on historical pattern outcomes (drop/rise),https://www.youtube.com/watch?v=w04WKecd2hc
no_strategy,,,,,,https://www.youtube.com/watch?v=bwYcgeCGCk4
not_rule_based,Apple Stock Price Prediction using Random Forest Regression,ML,Equities,Not applicable - regression model for price prediction,Not applicable - regression model for price prediction,https://www.youtube.com/watch?v=RHeUqqrxP-w
not_rule_based,Stock Market Prediction using Hybrid CNN-GRU Model,deep-learning,stocks,not specified,not specified,https://www.youtube.com/watch?v=WWeekW5jvbk
not_rule_based,Bitcoin Price Direction Prediction with Neural Network,deep-learning,Cryptocurrency (Bitcoin),Buy (100% position) when neural network predicts next day price will be up,Short (50% position) when neural network predicts next day price will be down; alternatively go flat,https://www.youtube.com/watch?v=waiBgdalmSE
no_strategy,,,,,,https://www.youtube.com/watch?v=Hqb00u1jgSM
no_strategy,,,,,,https://www.youtube.com/watch?v=jNUTXOvlBQE
no_strategy,,,,,,https://www.youtube.com/watch?v=wfeS2QLWRuI
no_strategy,,,,,,https://www.youtube.com/watch?v=EqzXtchQGWI
no_strategy,,,,,,https://www.youtube.com/watch?v=yXBHPZzf2Bs
prediction_market_or_sports,Price Action Multi-Timeframe Trading,rule-based,"Forex, Commodities","Enter on trend continuation breaks (e.g., break below lower lows for downtrends), bullish/bearish price rejections at support/resistance, breakouts above swing highs after consolidation, bull/bear flag patterns, multiple timeframe confluence",Stop-loss: ATR-based (swing low minus ATR value) or fixed levels below swing lows; Take-profit: at identified support/resistance areas or swing levels,https://www.youtube.com/watch?v=s12bX2YRK9I
not_rule_based,Reinforcement Learning Trading Bot,RL,Cryptocurrency and Stocks,Buy signal from policy network,Sell signal from policy network,https://www.youtube.com/watch?v=cE_p18Hia34
no_strategy,,,,,,https://www.youtube.com/watch?v=Yf-P9w36Q1s
no_strategy,,,,,,https://www.youtube.com/watch?v=eRK9c3-9Vyw
no_strategy,,,,,,https://www.youtube.com/watch?v=NaRs30ewYC8
no_strategy,,,,,,https://www.youtube.com/watch?v=yiGT0BJuZyQ
no_strategy,,,,,,https://www.youtube.com/watch?v=NodZcLvH4l0
not_rule_based,AI-Generated Multi-Asset Trading Bot System,ML,"Multi-asset (Bitcoin, Ethereum, crude oil, gold, EUR/USD, Treasury yields, ES, natural gas)",AI-generated based on news feeds and market conditions,Not specified,https://www.youtube.com/watch?v=H6toEPx1ZhU
not_rule_based,Alpha Vantage LSTM Stock Price Predictor,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=8pxHAT5eJYQ
not_rule_based,News Sentiment Analysis for Trading,sentiment,"Commodities, Equities",Positive sentiment numbers indicate bullish bias; negative numbers indicate bearish bias,,https://www.youtube.com/watch?v=z7YdIFkY7lA
no_concrete_exit,Pattern Recognition for Algorithmic Trading,rule-based,Unspecified (likely stocks/forex),Patterns matched; green (up) or red (down) predictions based on historical pattern outcomes,Not specified,https://www.youtube.com/watch?v=sULjlddakrc
no_strategy,,,,,,https://www.youtube.com/watch?v=kH5W7NOGhsI
not_rule_based,Random Forest Price Prediction for Binance Futures,ML,Cryptocurrency Futures,Not specified,Not specified,https://www.youtube.com/watch?v=RH7d9k8LC4I
not_rule_based,Reinforcement Learning Trading Model,RL,Equities (single stock),Policy-based action generation from Q-values maximizing reward,Not explicitly specified,https://www.youtube.com/watch?v=vBgVGZoMqIU
not_rule_based,AI Agent Portfolio Management with PPO and DQN,RL,Stocks,Agent learns to buy based on trend signals and RSI; reward-based learning for profitable trades,Agent learns to sell based on trend signals; punishment for losing trades,https://www.youtube.com/watch?v=qWiD14RnYQ8
not_rule_based,Transformer-based Time Series Price Prediction for Forex,deep-learning,Forex (EUR/USD),Not specified,Not specified,https://www.youtube.com/watch?v=TT_D-4z-4zY
no_strategy,,,,,,https://www.youtube.com/watch?v=gI2mAY6tIvo
no_strategy,,,,,,https://www.youtube.com/watch?v=-bymcjL_uvY
not_rule_based,Microsoft Stock Price Forecasting with LSTM,deep-learning,Equities,"Not applicable - forecasting model, not a trading strategy","Not applicable - forecasting model, not a trading strategy",https://www.youtube.com/watch?v=CbTU92pbDKw
no_strategy,,,,,,https://www.youtube.com/watch?v=0YJfpirtmgY
no_nameable_indicator,Housecoin Arbitrage Bot,rule-based,Cryptocurrency (Housecoin/USDC),Buy USDC to Housecoin on Solana DEX when price is lower than Kraken bid price; profit threshold minimum 1.5% after fees,Immediately sell Housecoin on Kraken at bid price; execute within 3 seconds of entry,https://www.youtube.com/watch?v=aOMGCpA5f_A
not_rule_based,ML Trader,ML,Equities,Buy when sentiment is positive; position sizing based on cash-at-risk (0.5); only trade if cash > last price,Take profit at +20% above entry; stop loss at -5% below entry (bracket orders),https://www.youtube.com/watch?v=c9OjEThuJjY
not_rule_based,Reinforcement Learning Option Hedging Bot,RL,Options/Derivatives,AI learns to determine optimal hedge ratio (0-1) representing percentage of stock to hold,Continuous rebalancing based on learned policy; transaction costs penalize overtrading,https://www.youtube.com/watch?v=Pgc6bYo5Epc
no_nameable_indicator,Real Executed Orders Oscillator (BTC/USDT),rule-based,Cryptocurrency,Enter long when buy orders significantly exceed sell orders (exorbitant amount of buys vs sells); confirmed executed orders only,"Exit on first sign of weakness: when sell orders increase relative to buy orders, or when buy orders drop off",https://www.youtube.com/watch?v=21TUAZtHEkA
not_rule_based,Gaussian Mixture Model Market Bottom Detection Strategy,ML,"ETFs (SPY, QQQ, TLT, GLD, EEM, IVV, AOFL)",Buy when actual returns fall below 99% confidence interval (outlier detection); assumes mean reversion,"Hold for specified periods (1, 2, 3, 5, 7, 10, 21 days) after entry signal",https://www.youtube.com/watch?v=o5BFAQK_Acw
not_rule_based,Facebook Stock Price Prediction,ML,Stocks,Not specified,Not specified,https://www.youtube.com/watch?v=_3FA9dXTdvg
no_strategy,,,,,,https://www.youtube.com/watch?v=36Mmt_VPbD4
no_strategy,,,,,,https://www.youtube.com/watch?v=iF7osyiDkBY
no_strategy,,,,,,https://www.youtube.com/watch?v=WYP0xUkuI6M
no_strategy,,,,,,https://www.youtube.com/watch?v=s6tuhgQw5k4
no_strategy,,,,,,https://www.youtube.com/watch?v=YBKU1LZxKTo
not_rule_based,Cryptocurrency Price Direction Prediction using RNN,deep-learning,Cryptocurrency,"Predict if price will rise (target=1) or fall (target=0) 3 minutes into future based on last 60 minutes of price and volume data from 4 cryptocurrencies (Bitcoin, Litecoin, Ethereum, Bitcoin Cash)",Not specified in tutorial,https://www.youtube.com/watch?v=ne-dpRdNReI
not_rule_based,Reinforcement Learning Trading Framework,RL,General (price action based),Buy action when no position is open; agent learns via RL,Sell action to close position; Hold action to maintain position,https://www.youtube.com/watch?v=DaMyTqZFTc4
not_rule_based,Raven Pack Sentiment Multi-Factor Model,ML,Equities (S&P 500),"Daily: build model from 3-month lookback, rank all S&P 500 stocks by forecast, select top 1 stock, allocate 5% to portfolio for 20 days until fully invested with 20 stocks","After 20 days, drop oldest position and add new best-ranked stock daily; maintain 20-stock portfolio",https://www.youtube.com/watch?v=kxwHv-12E7A
not_rule_based,Ensemble Stock Trading Agent,deep-learning,Equities,Agent decisions based on ensemble model outputs from multiple RL agents combined,Agent decisions based on ensemble model outputs from multiple RL agents combined,https://www.youtube.com/watch?v=kbINj8fFyd0
no_strategy,,,,,,https://www.youtube.com/watch?v=wsFNQO45GnQ
no_strategy,,,,,,https://www.youtube.com/watch?v=gfwNK3o45ng
not_rule_based,LSTM Daily Stock Trading Experiment,deep-learning,Equities (S&P 500 stocks),Buy stocks daily (Monday-Friday) if LSTM model predicts positive next-day return probability > 0% (later noted should be >70%); max allocation per stock; $200 invested per day across up to 5 stocks,Sell all positions at end of trading day (daily exit),https://www.youtube.com/watch?v=s0CrdcwUZTs
no_strategy,,,,,,https://www.youtube.com/watch?v=3ECPd8NWNXU
not_rule_based,Stock Price Prediction using Neural Networks,deep-learning,Equities,Use previous 100 days of normalized closing price data as input features,Predict next day closing price; model trained on 70% historical data,https://www.youtube.com/watch?v=XVN3XlF-naA
not_rule_based,Simple Moving Average Crossover with Neural Network Price Prediction,deep-learning,Futures,Go long when 40-day MA exceeds 200-day MA; go short when 40-day MA is less than 200-day MA,Reverse position when moving average relationship reverses,https://www.youtube.com/watch?v=V1vMkd8jFy4
no_strategy,,,,,,https://www.youtube.com/watch?v=l68b0d92AHQ
not_rule_based,Machine Learning-based Trading Strategy with Twitter Sentiment,ML,Stocks,Generated by trained ML model,Generated by trained ML model,https://www.youtube.com/watch?v=SPyAu0crMt0
not_rule_based,Liquidation-Based Direction Prediction,deep-learning,Crypto futures,Model predicts direction (up/down) based on liquidation imbalance; entry triggered by model prediction,Not explicitly defined in transcript,https://www.youtube.com/watch?v=F5ktIwGWRGk
rule_based_but_mixed_with_ML,Growth vs Value Stock Rotation with Sentiment Analysis and LSTM Volatility Prediction,deep-learning|sentiment|rule-based,Equities (Growth and Value indices/stocks),Sell growth stocks and buy value stocks when negative sentiment detected in news; shift portfolio based on market rotation signals,Not explicitly stated; implied rotation back to growth when sentiment improves,https://www.youtube.com/watch?v=uxrLwSgWRIE
not_rule_based,Decision Tree-Based Stock Trend Prediction and Trading Strategy,ML,Equities,Based on decision tree binary classification predicting next day's trend,Not specified,https://www.youtube.com/watch?v=y4SpIEmQAOo
no_strategy,,,,,,https://www.youtube.com/watch?v=adswEzB9lLc
not_rule_based,XGB-based Weekly Stock Options Credit Spread Trading,ML,US Stock Options,"Every Monday at US market open, sell credit spreads (calls or puts) on predicted price levels with margin of safety; model predicts stock price, trader uses discretion for margin of safety level",End of week (Friday expiry); positions expire automatically,https://www.youtube.com/watch?v=DV96iP5buQA
not_rule_based,Quantitative ML/AI-Enhanced Multi-Strategy Approach,ML,"Equities, ETFs, Options (LEAPS)",Decision tree or neural network signals; mean reversion on sharp downmoves; trend-following momentum on sustained uptrends,Decision tree or neural network signals; SVM-based kill switch/circuit breaker for regime changes; periodic and correction-based rebalancing,https://www.youtube.com/watch?v=X2oFW5g6RsQ
no_strategy,,,,,,https://www.youtube.com/watch?v=cR-bqEicUps
no_strategy,,,,,,https://www.youtube.com/watch?v=chrjkhNrycE
not_rule_based,House Price Direction Prediction,ML,Real Estate,Not applicable - classification model predicting price direction,Not applicable - classification model predicting price direction,https://www.youtube.com/watch?v=IsoW7_X3j5A
no_strategy,,,,,,https://www.youtube.com/watch?v=NDvbj1dLnPw
prediction_market_or_sports,Elon Tweet Markets Bot - Tail Sniper & Stink Bid Strategies,rule-based,Prediction Markets (Polymarket),Tail sniper: sell NO on extreme tails (2.5 standard deviations away from mean). Exclusion zone: sell NO outside 1.5 SD. Fade the spike: sell NO on continuation after big week. Stink bid: buy at 20% discount across buckets.,Target 0.5-4% premium (tail sniper); 0.3-8% (exclusion zone); 0.3-6% (fade spike),https://www.youtube.com/watch?v=poOd774cX6o
no_strategy,,,,,,https://www.youtube.com/watch?v=JTD-DSmxfq8
not_rule_based,Buy Low Sell High (Price Prediction),ML,ETF,"When yesterday's yield is negative (price dropped), predict tomorrow's yield will be positive (price will rise)","When yesterday's yield is positive (price jumped), predict tomorrow's yield will be negative (price will drop)",https://www.youtube.com/watch?v=hNCwNxeXrwA
no_strategy,,,,,,https://www.youtube.com/watch?v=ErGU9sHO8wY
no_strategy,,,,,,https://www.youtube.com/watch?v=Sczjanc6NxM
pure_discretionary,"Chart Pattern Trading (Double Bottom, Double Top, Bull Flag, Bear Flag)",rule-based,"Stocks, Cryptocurrencies, Forex, General Financial Markets",Double Bottom: break above middle high or dip below first bounce low. Double Top: break below middle low or pullback entry. Bull Flag: break above flag resistance or false breakout at support. Bear Flag: break below flag support with confirmation candle.,"Stop loss: below lowest point (double bottom), above highest pullback (double top), below flag low (bull flag), above flag high (bear flag). Target: 2:1 risk-reward ratio or measure impulsive move distance from pattern low/high.",https://www.youtube.com/watch?v=eyuLdAqkeX0
no_concrete_entry,MACD-based Strategy (ChatGPT-generated),rule-based,Not specified,Not specified,Not specified,https://www.youtube.com/watch?v=ou8Ibb-0rxs
not_rule_based,Breakout Strategy with IA/Algorithm,other,Unknown,Not specified,Not specified,https://www.youtube.com/watch?v=eBy8o0dA9_I
not_rule_based,LSTM Price Movement Prediction,deep-learning,"Forex, Stocks, Crypto",,,https://www.youtube.com/watch?v=0omrwuhhx1Q
not_rule_based,Neural Network Stock Prediction with Hyperparameter Tuning,deep-learning,stocks,,,https://www.youtube.com/watch?v=3ektWJsmgO0
no_concrete_exit,Martingale DCA (Dollar Cost Averaging),rule-based,Equities,"Enter initial position at market price; enter additional positions at each draw-down level (e.g., 10% below previous entry)",Not explicitly defined in transcript,https://www.youtube.com/watch?v=_87QHZXOOKA
not_rule_based,Short-term Market Move Prediction using Random Forests,ML,Forex/Currency (implied from 'market large order'),Model predicts short-term market direction to determine whether to execute or wait on large orders,Not specified,https://www.youtube.com/watch?v=simzI2mn_E4
no_strategy,,,,,,https://www.youtube.com/watch?v=k8pZWl1sCBY
not_rule_based,Bitcoin Price Prediction using Bidirectional LSTM,deep-learning,Cryptocurrency,Not specified,Not specified,https://www.youtube.com/watch?v=G5Mx7yYdEhE
